source,label,title,text,published_date,word_count,label_id,pred_id,pred,error_category
source_15,credible,قطر تحث السياسيين اللبنانيين على تشكيل حكومة للحصول على مساعدات,"بيروت – الناس نيوز :

أبلغت قطر يوم الثلاثاء القادة اللبنانيين بضرورة تشكيل حكومة جديدة حتى يتسنى للبنان الحصول على مساعدات تنتشله من أزمته الاقتصادية.

وتسببت أسوأ أزمة في لبنان منذ الحرب الأهلية، التي دارت بين 1975 و1990، في انهيار الليرة وشل حركة القطاع المصرفي ودفعت نصف السكان على الأقل إلى هوة الفقر.

وأوضح المانحون الأجانب أنهم لن يقدموا مساعدات لإنقاذ الدولة المثقلة بالديون دون تنفيذ إصلاحات رئيسية. ومع ذلك، فشل الفرقاء السياسيون اللبنانيون في الاتفاق على حكومة جديدة مما أثار انتقادات المانحين وتحذيرات وكالات الأمم المتحدة من “كارثة اجتماعية” في البلاد. بحسب رويترز .

وتتولى حكومة حسان دياب تصريف الأعمال منذ استقالتها في أغسطس آب بسبب الغضب الشعبي من انفجار مرفأ بيروت الذي أسفر عن مقتل نحو 200 شخص وتدمير أحياء بأكملها.

وقال وزير خارجية قطر الشيخ محمد بن عبد الرحمن آل ثاني، الذي يزور لبنان، للصحفيين في القصر الرئاسي يوم الثلاثاء “حملنا رسالة… وهي لحثّ الفرقاء على تغليب المصلحة الوطنية من أجل تشكيل حكومة وعندما يتم تشكيلها قطر مستعدة لدرس الخيارات كافة للمساعدة”.

وأضاف “أي برنامج اقتصادي لدعم لبنان يتطلب وجود حكومة”.

وفي عام 2008، استضافت قطر زعماء لبنانيين متنافسين وتوسطت في اتفاق الدوحة الذي أنهى 18 شهرا من الصراع السياسي وساهم في تجنب الانزلاق إلى حرب أهلية.

وردا على سؤال عما إذا كانت هناك أي وساطة قطرية مماثلة الآن، قال وزير الخارجية “لا مبادرة لدعوة السياسيين إلى الدوحة حاليا” لكن اللبنانيين محل ترحيب دوما في الدوحة.",,229,0,2,not credible,Source-Specific Artifacts / Boilerplate
source_123,credible,حملة تضامن واسعة مع الفنانة ريم غزالي,"أطلق جزائريون، مؤخرا، حملة تضامن واسعة مع الفنانة الجزائرية ريم غزالي التي أعلنت من عامين عن إصابتها بالسرطان.

وتصدرت بطلة مسلسل بولقرون الترند الجزائري على تويتر، مساء الثلاثاء بوسم #الله_يشفيك_ريم_غزالي.

وتم نشر نحو 5 آلاف تغريدة تعاطف ودعاء بالشفاء.

اللهم اشفيها وعافيها وازل عنها البلاء ياسميع الدعاء ربي اشفها شفاءً لايغادر سقمًا يامن تعيد للمريض صحته ويامن تستجيب الدعاء

اللهم اشفيها شفاء عاجلا غير آجل و البسها ثوب الصحة والعافيه 🤲🤲

طهور ان شاء الله

ربي يشفيك و يعافيك 🙏🙏

دعواتكم لها احبابي#الله_يشفيك_ريم_غزالي pic.twitter.com/i4e1weZykG — Souhila Ben Lachhab 🇩🇿 (@SuhilaBnLachhab) March 2, 2021

يذكر أن ريم غزالي كانت قد أعلنت في العام 2019 عن إصابتها بالسرطان، وخضعت لعملية جراحية على مستوى الرأس بفرنسا.",,113,0,2,not credible,Source-Specific Artifacts / Boilerplate
source_41,not credible,منظمة الدفاع عن المستهلك ترفض الزيادة في سعر الحليب,[ad_1] أنقرة / شريفة تشتين - نازلي يوزباشي أوغلو – محمد طرهان / الأناضولقال وزير…,,15,2,1,undecided,Government & Official Statements
source_134,credible,غدا.. وصول 93 ألف جرعة من لقاح 'فايزر',"أعلن وزير الصحة فوزي المهدي اليوم الثلاثاء 16 مارس 2021، تلقي 2555 مواطنا تونسيا للقاح المضاد لفيروس كورونا، وهم من إطارات الصحة في القطاعين العام والخاص من جملة 9719 إطار صحي تمت دعوتهم للتلقيح من بينهم 1086 إطار صحي أجلوا التلقيح لأسباب مختلفة.

وكشف وزير الصحة أنّ غدا الأربعاء قد تصّل تونس أكثر من 93 ألف جرعة من تلقيح ""فايزر"" من منظومة ""كوفاكس""، كمّا ستصل 136.800 تلقيح من نوع ""استرازينيكا"" قريبا.

وأكّد أنّه لن يتم استخدام هذا النوع من التلقيح إلاّ إذا ثبتت عدم خطورته على حياة المواطنين، مشيرا إلى أنّ الوزارة تنتظر نتائج عمل اللجان العلمية التابعة لهيئة الاتحاد الاوروبي والمنظمة العالمية للصحة في الغرض.

وأضاف فوزي المهدي أنّ تونس ستتلقى في الأيّام القليلة القادمة الهبة الصينية المتمثلة في 200 ألف تلقيح من نوع ""سينوفاك"" وستصل أيضا الدفعة التي اقتنتها الدولة التونسية والمتمثلة في 100 الف جرعة تلقيح من فايزر.

كما أشار وزير الصحة إلى أنّه خلال شهر أفريل ستصل عدّة دفعات متتالية.

*أميرة محمد",,156,0,2,not credible,Government & Official Statements
source_86,credible,مبادرة تطوير الريف.. الوزراء: لن نحول القرية لمدينة لكن مستوى الحياة سيصبح أفضل,"قال المستشار نادر سعد، المتحدث الرسمي باسم مجلس الوزراء، إن أعمال تطوير القرى ضمن المبادرة الرئاسية لتطوير الريف ستشمل تحسين الخدمات الصحية بالوحدات الموجودة ضمن خطة التأمين الصحي الشامل، إضافة إلى المستشفيات المركزية بالمركز المستهدف بالتطوير.

وأضاف خلال مداخلة هاتفية لبرنامج «على مسؤوليتي» الذي يقدمه الإعلامي أحمد موسى عبر فضائية «صدى البلد»، مساء الثلاثاء، أن أعمال التطوير في إطار المبادرة الرئاسية تقوم على مستوى المركز، مشيرًا إلى تحسين الخدمات العامة بالمراكز فضلًا عن التطوير المباشر بالقرى.

وأوضح أن المسؤولين نظموا زيارة ميدانية لإحدى المركز المستهدفة بالتطوير للوقوف على ما يحتاجه من أعمال تطوير، إضافة إلى عقدهم حوار مجتمعي مع الأهالي لمعرفة طلباتهم، متابعًا: «مش هنحول القرية لمدينة، القرية هتظل قرية، ولكن قطعًا في نهاية المشروع مستوى الحياة بها سيكون أفضل من الحالي».

وعن المجمعات العمرانية، أشار إلى إنشاء نحو 30 مجمعا عمرانيا جديدا على مستوى الجمهورية في الفترة من 2014 حتى الآن، ذاكرًا أنه خلال الفترة من عام 1979 وحتى 2014 لم يتم إنشاء سوى 23 مجمعا عمرانيا.

ولفت إلى تخصيص مجلس الوزراء اليوم، لقطعة أرض لإنشاء مدينة نجع حمادي لجديدة على مساحة 25 ألف فدان، ذاكرًا أن مشروع تطوير القرى سيستفيد منه 58 مليون مواطن أي ما يصل إلى ثلثي سكان مصر.

وأكد وصول شبكات الصرف الصحي للقرى المحرومة من الخدمة خلال الـ3 سنوات التطوير ضمن مشروع تطوير القرى، مضيفًا أن هناك قرى بمحافظة قنا تعاني من فقر في الخدمات وسوء في مستوى المعيشة.",,225,0,1,undecided,Government & Official Statements
source_53,not credible,عيد ميلادها.. حلا شيحة مثيرة للجدل على السوشيال ميديا وحكاية زواجها الأخير,"Adver1

تحتفل الفنانة حلا شيحة، اليوم الثلاثاء بعيد ميلادها، حيث أنها من مواليد 23 فبراير، ويعد شهر فبراير عام هام فى حياة حلا شيحة لاسيما وأنها ولدت فيه، وكذلك احتفلت بزواجها الأخير المصدر:اليوم السابععيد ميلادها.. حلا شيحة مثيرة للجدل على السوشيال ميديا وحكاية زواجها الأخير المصدر اليوم السابع",,48,2,1,undecided,General/Other Ambiguous Context
source_73,credible,تأجيل إطلاق اول قمر صناعي تونسي ''تحدي واحد'',"تم تأجيل إطلاق أول قمر صناعي تونسي ''تحدي واحد'' من كازاخستان إلى الغد كتاريخ مبدئي في انتظار التاكيد من وكالة الفضاء الروسية، حسب ما صرح به الرئيس المدير العام لشركة تالنات محمد فريخة لشمس آف آم اليوم السبت 20 مارس 2021.

ويشار أنه كان من المفترض اطلاق القمر الصناعي صباح اليوم لكن تم تأجيله بسبب رياح قوية في بايكانور بكازاخستان، حسب تأكيدات فريخة.",,63,0,2,not credible,Government & Official Statements
source_95,credible,هذه هي التشكيلة الجديدة لأعضاء اللجن الدائمة للمجلس الأعلى للسلطة القضائية,"الدار / خاص

عقد المجلس الأعلى للسلطة القضائية أول أمس الثلاثاء، اجتماعه الأسبوعي، الذي درس فيه العديد من القضايا المتعلقة بتدبير الوضعية المهنية الفردية للقضاة، وفق ما أفاد به بلاغ للمجلس.

وأوضح البلاغ أنه “في سياق ديناميته المرتكزة على قيم الحكامة في التدبير والنجاعة في الأداء والشفافية في التواصل، عقد المجلس الأعلى للسلطة القضائية يوم الثلاثاء 13 أبريل 2021، موافق 30 شعبان 1442، اجتماعه الأسبوعي، الذي درس فيه العديد من القضايا المتعلقة بتدبير الوضعية المهنية الفردية للقضاة، والتي أكد بشأنها المجلس على التزامه التام وانخراطه الجاد في تدبيرها وفقا للضمانات والمعايير القانونية، وبمقاربة موضوعية تكرس استقلال السلطة القضائية وتصون مكانة القضاة، وتحمي قيم العدالة السامية ومبادئ الحياد والتجرد”.

وأضاف البلاغ أنه “خلال الاجتماع قام المجلس وفقا لنظامه الداخلي بتغيير الأعضاء المشكلين للجنه الدائمة، ولاسيما لجنة الأخلاقيات ودعم استقلال القضاة ولجنة إعداد الدراسات والتقارير ولجنة تدبير الوضعية المهنية للقضاة”.

وأشار إلى أن هذا الاجتماع تميز أيضا “بإحداث المجلس لثلاث لجان موضوعاتية جديدة وهي: اللجنة المكلفة بانتخابات ممثلي القضاة بالمجلس؛ ولجنة الرقمنة والتحديث؛ ولجنة مراجعة النظام الداخلي للمجلس وإبداء الرأي في القوانين التنظيمية للسلطة القضائية”.",,173,0,1,undecided,General/Other Ambiguous Context
source_47,credible,“عادل إمام” على جهاز التنفس الاصطناعي وعائلته توضح,"مرصد مينا – مصر

ضجت مواقع التواصل الاجتماعي بخبر مرفق بصورة للفنان المصري “عادل إمام” على جهاز التنفس الاصطناعي، زاعما إصابة الفنان الكبير بفايروس كورونا.

وسائل إعلام محلية نفت إصابة الممثل المصري الشهير بفايروس كورونا، وذكرت إنما هو مصاب بمرض ضيق التنفس المزمن منذ فترة نتيجة التدخين في السنوات الماضية.

وقالت إن أي مجهود ممكن أن يسبب له حالة من الإرهاق، وغالباً ما يستخدم جهاز التنفس الاصطناعي كي يبقى مستوى الأكسجين معتدلاً في الدم.

وأضافت أن الزعيم ملتزم تماماً بالتباعد الاجتماعي والاجراءات الاحترازية للوقاية منه، حتى أنه لا يستقبل أولاده وأحفاده أحياناً.

كذلك أشارت إلى أن “عادل إمام” يدرس موضوع تلقي لقاح فيروس كورونا بالتشاور مع طبيبه الخاص، مؤكدة أنه أيضا لم يصب باكتئاب بسبب الحجر كما تم تداوله.

من جهتها، نفت عائلة “عادل إمام” هذه الأنباء جملةً وتفصيلاً، وقال نجله الفنان “محمد إمام” في تصريحات لوسائل إعلام محلية، إن “الحالة الصحية لوالده جيدة للغاية. وما ينشر عن تدهور حالته الصحية غير صحيح مطلقا”.

وتابع إمام: “والدي متواجد في منزله ويتمتع بصحة جيدة. ويمارس حياته الطبيعية بشكل ممتاز، فضلاً عن أنه يمارس الرياضة يوميا وأن كل ما أشيع عارٍ تماما من الصحة”، مطالبا وسائل الإعلام بتحري الدقة فيما ينشر عن والده تحديدًا خاصة أنه رمز من رموز الفن في مصر، بحسب تعبيره.",,202,0,1,undecided,Health & COVID-19
source_100,credible,حزب الشعب يدعو جماهير شعبنا للمشاركة بالاعتصام والمؤتمر الصحفي الذي يعقد بالقدس اليوم,"توضيحية

رابط مختصر:

رام الله - دنيا الوطن

حزب الشعب يدعو جماهير شعبنا للمشاركة في الاعتصام والمؤتمر الصحفي الذي يعقد في القدس اليوم السبت دعا حزب الشعب الفلسطيني الى أوسع مشاركة في الاعتصام والمؤتمر الصحفي الذي ينظم ظهر اليوم السبت أمام مقر الصليب الأحمر الدولي في مدينة القدس المحتلة.



وقال فهمي شاهين، عضو المكتب السياسي لحزب الشعب في تصريح صحفي صباح اليوم السبت، إن الاعتصام والمؤتمر الصحفي الذي ينظم مع اقتراب 17 من نيسان/إبريل يوم الأسير الفلسطيني، يأتي من أجل إعلاء الصوت عالياَ ومجددا في وجه الاحتلال البغيض، وفي وجه هيئات مدعي ""العدالة والديمقراطية"" في العالم، من أجل تحمل مسؤولياتهم تجاه معاناة أسرى شعبنا في سجون الاحتلال الصهيوني، وإزاء ما يتعرضون له وعائلاتهم من جرائم منظمة، ولتعزيز أوسع دعم لهم في معركتهم المستمرة ضد الاحتلال، وفي الوقت ذاته للتأكيد عملياَ ومن قلب القدس، على رفض ومقاومة اجراءات الاحتلال في المدينة المقدسة عاصمة الدولة الفلسطينية، وحق أهلها في المشاركة الحرة والكاملة دون نقصان في العملية الانتخابية الفلسطينية بلا أي قيود من المحتل أو غيره.



ودعا شاهين باسم حزب الشعب إلى تعزيز وحدة شعبنا وتلاحمه، وإلى أوسع مشاركة ممكنة في الاعتصام والمؤتمر الصحفي الذي يعقد ظهر اليوم السبت 10/4/2021 في حي الشيخ جراح، واسناده بكل قوة ردا على ممارسات الاحتلال وأجهزة مخابراته ووكلائه وسماسرته من بياعين العقارات والاراضي العربية الفلسطينية، وعلى آخرين من المأزومين بمصالحهم الفئوية والشخصية.",,215,0,1,undecided,Source-Specific Artifacts / Boilerplate
source_7,not credible,الشيخ شمس الدين: احذروا من عمائم الأمريكية التي أقامت على أرضها سفارة عبرية,"أكد الشيخ شمس الدين بوروبي في مداخلته في منتدى ” الحوار” على أن فلسطين والمسجد الأقصى ليس مجرد إنتماء فقط بل هي قضية عقائدية بالدرجة الأولى.

وأشار شمس الدين إلى أن الكيان العبري اختزل القضية الفلسطينية بما تحمله من عمق انساني في مسألة الشرق الأوسط وفي قطاع غزة والضفة الغربية.

وهي كلها يقول بروربي مجرد ألاعيب صهيونية تريد تغليط الأجيال وإبعادها على قضيتهم الأم، مؤكدا على أن الحاخامات الكيان الصهيوني ترويض العالم أجمع وترسخ عقيدة هيكل سليمان عليه السلام، حتى تلهي الناس على قدوم المسيخ الدجال، وفي نيتهم أن اللحظة الحاسمة هي لحظة ولادة البقرة الحمراء، مشيرا إلى ان الكيان العبري قائم على الخرفات، حيث يعتقد أن العجل الأحمر علامة يرسلها الله لاقتحام مسجد الأقصى.

وأضاف قائلا: “احذروا من عمائم الأمريكية التي أقامت على أرضها سفارة عبرية والتي أفتت بالجهاد ضد الصهاينة حرام باعتبارهم من أهلب الكتاب ووضعت حركة حماس في خانة الإرهاب وأنها تتلاعب بمشاعر المواطينين الفلسطينين”.

أيوب.حيرش",,149,2,0,credible,Sports News
source_73,credible,الوزير: أكثر من 90% من تحاليل الـ 'PCR' مجانية,"أكّد مدير معهد باستور وعضو اللجنة العلمية لمجابهة فيروس كورونا، الهاشمي الوزير، أن أكثر من 90% من تحاليل الـ 'PCR' مجانية.

وأوضح الهاشمي الوزير اليوم الثلاثاء 16 مارس 2021، أن سعر التحاليل بي سي آر مقنن لكن التحاليل التي تم إجراؤها في المستشفيات والمراكز العمومية مجانية.",,46,0,2,not credible,Government & Official Statements
source_15,credible,امهات يتظاهرن في بيروت ضد الطبقة السياسية في لبنان,"بيروت – الناس نيوز :

نظمت حوالى 100 من الأمهات مسيرة السبت في العاصمة اللبنانية تعبيرا عن سخطهن وغضبهن من الطبقة السياسية الحاكمة في بلد يشهد أزمة اقتصادية وسياسية خطيرة.

وكتب على لافتات رفعتها نساء بعضهن برفقة أولادهن “سرقتوا أموالنا ومستقبل أولادنا #إرحلوا”.

وكتب على لافتة “أحلى هدية بعيد الأمهات هي إنكن (أن) ترحلوا” بحيث يصادف عيد الام الأحد في لبنان. وفق فرنس برس .

وانطلقت مسيرة نسائية لمناسبة عيد الأم، من جادة بشارة الخوري وعبرت عدة أحياء في العاصمة وسط شعارات مناهضة للسلطة، في اتّجاه مرفأ بيروت الذي أدى انفجار فيه إلى سقوط أكثر من 200 قتيل في آب/أغسطس ونسب سببه إلى اهمال السلطات.

وقالت ندى أغا لفرانس برس “كلّهم مجرمو حرب، كلهم أمراء حرب” في إشارة إلى المسؤولين الحاليين الذين كانوا زعماء مليشيات مسلحة خلال الحرب الأهلية (1975-1990).

وأضافت “يتقاسمون الحصص منذ 30 سنة (…) وأخيرا فجرونا وسرقوا أموالنا. نريد بأن يرحلوا!”.

من جهتها قالت بيترا صليبا وهي متظاهرة في الخمسين من العمر “هم دمروا البلد. من المستحيل أن يكون هناك أي حل طالما أنهم في الحكم”.

وتابعت “نريد تدميرهم كما فعلوا بنا”.

ومنذ خريف 2019 يشهد لبنان أزمة مالية غير مسبوقة دفعت بالمصارف على فرض قيود قاسية على المودعين.

وفقدت العملة الوطنية 90% من قيمتها في السوق السوداء في حين تبخرت آلاف الوظائف. ووفقا للامم المتحدة يعيش أكثر من 55% من اللبنانيين البالغ تعدادهم أربعة ملايين تحت عتبة الفقر.

ولم تكن دعوات الاسرة الدولية والضغوط المحلية كافية لحمل الطبقة السياسية على اتخاذ التدابير العاجلة الضرورية لوقف الانهيار.

والحكومة الحالية التي استقالت بعد انفجار مرفأ بيروت، تتولى تصريف الأعمال. ولم يتم تشكيل حكومة جديدة حتى الآن.",,258,0,2,not credible,Source-Specific Artifacts / Boilerplate
source_8,not credible,تمديد الحجر المنزلي لـ 21 يومًا بـ 19 ولاية,"قرّر الوزير الأول عبد العزيز جراد ،اعتماد تدابير بعنوان جهاز تسيير الأزمة الصحية الـمرتبطة بجائحة فيروس كورونا {كوفيد ــ 19}.

حسب بيان للوزارة الاولى فتتمثل هذه التدابير في تمديد إجراء الحجر الجزئي الـمنزلي لـمدة واحد وعشرون (21)يومًا، على النحو الآتي:

تطبيق إجراء الحجر الجزئي الـمنزلي من الساعة منتصف الليل (00h00) إلى غاية الساعة الرابعة(04h00) صباحا، على الولايات التسع عشر (19) الآتية: أدرار، الأغواط، باتنة، بجاية، البليدة، تبسة، تيزي وزو، الجزائر العاصمة، جيجل، سطيف، سيدي بلعباس، قسنطينة، الـمسيلة، ورقلة، وهران، بومرداس، الوادي، تيبازة، وتقرت.

و حسب البيان لا يخص إجراء الحجر الجزئي الـمنزلي الولايات التسعة والثلاثين(39) الآتية: الشلف، أم البواقي، بسكرة، بشار، البويرة، تمنراست، تلمسان، تيارت، الجلفة، سعيدة، سكيكدة، عنابة، قالـمة، الـمدية، مستغانم، معسكر، البيض، إليزي، برج بوعريريج، الطارف، تندوف، تيسمسيلت، خنشلة، سوق أهراس، ميلة، عين الدفلى، النعامة، عين تموشنت، غرداية، غليزان، تميمون، برج باجي مختار، أولاد جلال، بني عباس، إن صالح، إن قزام، جانت، الـمغير، والـمنيعة.

وتجدر الإشارة إلى أن تدابير الحجر هذه ستدخل حيز التطبيق ابتداء من يوم السبت أول ماي 2021 .

ويمكن للولاة، بعد موافقة السلطات الـمختصة، اتخاذ كل التدابير التي تقتضيها الوضعية الصحية لكل ولاية، لاسيما إقرار أو تعديل أو ضبط مواقيت حجر جزئي أو كلي يستهدف بلدية، أو مكانًا، أو حياً أو أكثر، يشهد بؤرًا للعدوى.

وبهذا الصدّد، فإن الوزارة الأولى تدعو الـمواطنين لـمضاعفة اليقظة، والحفاظ على أقصى درجة من التعبئة في مكافحة انتشار وباء فيروس {كوفيد ــ 19} في بلادنا، من خلال مواصلة التقيّد الصارم بالتدابير الوقائية الـموصى بها، على غرار التباعد الجسدي، والارتداء الإجباري للقناع، وغسل اليدين باستمرار.",,245,2,0,credible,Government & Official Statements
source_27,not credible,التلاميذ من ذوي الاحتياجات الخاصة غير معنيون بامتحانات “السانكيام”,"كشفت تعليمة لمديرية التعليم المتخصص والتعليم الخاص الموجهة لمديري التربية، أنه تقرر إعفاء كل تلميذ في السنة الخامسة ابتدائي معوق حسيا “الصم والبكم والمكفوفين” أو ذهنيا “من المصابين باضطراب التوحد والتريزوميا 21″، من اجتياز امتحان نهاية مرحلة التعليم الابتدائي دورة 2021.

ويكون الانتقال إلى السنة الأولى متوسط باحتساب المعدل السنوي للتقويم المستمر الذي يكون مساويا أو يفوق 05/10، بعد الرجوع إلى الملف الصحي للتلميذ.

كما يمكن لذات التلميذ اجتياز امتحان نهاية شهادة التعليم الابتدائي إن رغب في ذلك، وفي حالة رسوبه يطبق عليه الإجراء الاستثنائي للانتقال إلى القسم الأعلى.

وأكدت التعليمة أن ذوي الاحتياجات الخاصة في الطور المتوسط معنيون كأقرانهم باجتياز امتحان شهادة التعليم المتوسط، في حين يطبق عليهم الإجراء الاستثنائي للانتقال إلى السنة الأولى ثانوي باحتساب المعدل السنوي للتقويم المستمر الذي يكون مساويا أو يفوق 10/20.

ودعت الوصاية المديرين لموافاتها بالوضعية الإحصائية عن التلاميذ المستفيدين من الإجراء حسب الإعاقة قبل تاريخ 30 جوان الجاري.",,145,2,0,credible,General/Other Ambiguous Context
source_134,credible,عبو لوزير المالية: ''انت قدّام إفلاس بلاد وتضحك ببرودة دمّ ..'',"انتقدت النائب عن الكتلة الديمقراطية سامية عبو اليوم الثلاثاء 8 جوان 2021 خلال جلسة عامة، تصريحات وزير الاقتصاد المالية علي الكعلي التي أكد من خلالها أن ""تونس لديها ممتلكات يمكن بيعها كأحد الحلول للأزمة الاقتصادية الحالية"".

ووصفت تصريح الكعلي بـ""الخطيرة جدّا وقد تتسبب في قدوم الكوميسيون المالي إلى تونس""، متوجهة له بالقول ""من أين تأتي ببرودة الدم والضحك وأنت أمام إفلاس بلاد؟... أنا أحسدك على هذه الطباع"".

كما انتقدت عبو، توجه الحكومة الحالية إلى رفع الدعم، معتبرة أنه سيتسبب في أضرار لكل التونسيين بجميع طبقاتهم الاجتماعية.

*خليل عماري",,88,0,2,not credible,Government & Official Statements
source_35,not credible,بدء إعطاء لقاح كورونا لموظفي القطاع العام,"الأردن اليوم: تبدأ وزارة الصحة، اليوم الاثنين، إعطاء اللقاح المضاد لفيروس كورونا لموظفي القطاع العام، في أماكن عملهم.

بداية الحملة ستكون بتطعيم موظفي قصر العدل

الحملة كما تقول وزارة الصحة تهدف الى تطعيم أكبر عدد من ممكن الفئات المستهدفة وخاصة التي تعمل مباشرة مع الجمهور.",,45,2,1,undecided,Government & Official Statements
source_82,undecided,سطيف: تنصيب سليم لرقم مديرا للشؤون الدينية والأوقاف — النهار أونلاين,"قام اليوم الأحد، والي ولاية سطيف، كمال عبلة، بتنصيب سليم لرقم، كمدير للشؤون الدينية والاوقاف لولاية سطيف.

وتم تنصيب سليم لرقم، كمدير للشؤون الدينية والاوقاف بسطيف، خلفا لـ “عمر تناح” الذي حول لشغل نفس المنصب ببسكرة.",,36,1,0,credible,Source-Specific Artifacts / Boilerplate
source_55,credible,المهندس فهد بن محمد يصدر قرار بتكليف المهندس مازن بخرجي وكيلا للتعمير والمشاريع,"صحيفة وصف :أصدر معالي أمين المنطقة الشرقية المهندس فهد بن محمد الجبير قرار يقضي بتكليف المهندس مازن بن عادل بخرجي وكيلا للتعمير والمشاريع بالأمانة.

من جهته رفع المهندس مازن بخرجي خالص شكره وامتنانه لمعالي أمين المنطقة الشرقية، مؤكداً في الوقت نفسه اعتزازه بهذه الثقة التي تستوجب بذل المزيد من الجهد والعطاء لخدمة الوطن، معتبراً هذه الثقة مسؤولية هامة لتقديم واجب وطني وفق تطلعات القيادة الحكيمة حفظها الله.

ويعد المهندس مازن بخرجي من أحد قيادات العمل البلدي بأمانة المنطقة الشرقية، وتولى عدد من المناصب القيادية بالأمانة خلال السنوات الماضية والتي كان آخرها وكيل الأمين المساعد للتعمير والمشاريع، حيث تولى الإشراف على عدد من المشاريع الخدمية والتنموية.

وأكد م. بخرجي أنه سيعمل على مواصلة العمل وبذل المزيد من الجهد في مهامه الجديدة في وكالة التعمير والمشاريع لمواصلة مسيرة التنمية في المنطقة.",,129,0,1,undecided,General/Other Ambiguous Context
